doi_r,original_url,result,replication_type,replication_year,replication_title,field,source,validated,confidence,ai_version
10.1016/j.bodyim.2021.05.011,https://doi.org/10.1016/j.bodyim.2009.01.001,failure,direct or close,2021,Self-objectification and sexual satisfaction: A preregistered test of the replicability and robustness of Calogero &amp; Thompson (2009) in a sample of U.S. women,social sciences,,no,,
10.1016/j.bone.2012.06.028,https://doi.org/10.1038/ng.562,success,close extension,2012,Genetic association study of UCMA/GRP and OPTN genes (PDB6 locus) with Paget's disease of bone,biological sciences,,no,high,8.5
10.1016/j.bpsc.2019.01.014,https://doi.org/10.1177/0956797610383439,success,direct,2019,Oxytocin Selectively Improves Empathic Accuracy: A Replication in Men and Novel Insights in Women,social sciences,,no,high,8.5
10.1016/j.bpsc.2024.06.004,https://doi.org/10.1038/s41598-021-00055-6,success,close extension,2024,"Peak Alpha Frequency in Schizophrenia, Bipolar Disorder, and Healthy Volunteers: Associations With Visual Information Processing and Cognition",biological sciences,,no,high,8.5
10.1016/j.bpsgos.2023.08.012,https://doi.org/10.1371/journal.pone.0163952,success,direct or close,2023,Rumination-Focused Cognitive Behavioral Therapy Reduces Rumination and Targeted Cross-network Connectivity in Youth With a History of Depression: Replication in a Preregistered Randomized Clinical Trial,social sciences,,no,,
10.1016/j.bpsgos.2024.100332,https://doi.org/10.1016/j.bbi.2020.05.024,success,close extension,2024,Identification of State Markers in Anorexia Nervosa: Replication and Extension of Inflammation-Associated Biomarkers Using Multiplex Profiling,biological sciences,,no,high,8.5
10.1016/j.brainres.2007.12.037,https://doi.org/10.1016/j.neuroimage.2005.09.004,success,close experiment,2008,Sources of synchronized induced Gamma-Band responses during a simple object recognition task: A replication study in human MEG,biological sciences,,no,high,8.5
10.1016/j.brainres.2008.09.084,https://doi.org/10.1016/j.brainres.2007.03.092,success,close extension,2009,Corticolimbic mechanisms in the control of trial and error learning,biological sciences,,no,high,8.5
10.1016/j.brainres.2009.07.042,https://doi.org/10.1186/1471-2202-8-89,success,close extension,2009,Does working memory capacity affect the ability to predict upcoming words in discourse?,social sciences,,no,high,8.8-base
10.1016/j.brainres.2014.02.002,https://doi.org/10.1016/s0304-3940(98)00990-2,success,close experiment,2014,EEG changes caused by spontaneous facial self-touch may represent emotion regulating processes and working memory maintenance,biological sciences,,no,medium,8.8-base
10.1016/j.brainres.2015.04.032,https://doi.org/10.1111/1467-9280.00458,failure,conceptual,2015,The auditory dynamic attending theory revisited: A closer look at the pitch comparison task,social sciences,,no,high,8.5
10.1016/j.brainres.2018.06.031,https://doi.org/10.1016/j.cub.2012.05.054,failure,direct,2018,Failure to reactivate salient episodic information during indirect and direct tests of memory retrieval,biological sciences,,no,high,8.5
10.1016/j.brat.2007.11.001,https://doi.org/10.1016/s0005-7967(02)00015-3,success,close extension,2008,"Cognitive confidence in obsessive-compulsive disorder: Distrusting perception, attention and memory",social sciences,,no,high,8.8-base
10.1016/j.brat.2010.03.009,https://doi.org/10.1016/s0005-7967(02)00012-8,success,close experiment,2010,Repeated checking causes distrust in memory but not in attention and perception,social sciences,,no,high,8.5
10.1016/j.brat.2012.02.015,https://doi.org/10.1037/a0013445,failure,close extension,2012,Attention training to reduce attention bias and social stressor reactivity: An attempt to replicate and extend previous findings,social sciences,,no,high,8.5
10.1016/j.brat.2012.11.004,https://doi.org/10.1097/01.psy.0000208629.67653.cc,success,close extension,2013,Pre-trauma individual differences in extinction learning predict posttraumatic stress,social sciences,,no,high,8.8-base
10.1016/j.brat.2016.11.003,https://doi.org/10.1037/0022-006x.67.6.894,success,close extension,2016,Sudden gains in routine care cognitive behavioral therapy for depression: A replication with extensions,social sciences,,no,high,8.5
10.1016/j.brat.2018.05.004,https://doi.org/10.1037/a0026559,inconclusive,close extension,2018,To deliver or not to deliver cognitive behavioral therapy for eating disorders: Replication and extension of our understanding of why therapists fail to do what they should do,social sciences,,no,high,8.5
10.1016/j.brat.2019.103435,https://doi.org/10.1037/a0020770,failure,direct,2019,Reducing body dissatisfaction by means of an evaluative conditioning procedure in undergraduate women: A replication study,social sciences,,no,high,8.0
10.1016/j.brat.2020.103799,https://doi.org/10.1177/2043808719834451,failure,conceptual,2021,Intolerance of uncertainty and threat reversal: A conceptual replication of Morriss et al. (2019),social sciences,,no,high,8.5
10.1016/j.brs.2008.04.002,https://doi.org/10.1097/00000542-200609000-00020,success,close experiment,2008,Significant analgesic effects of one session of postoperative left prefrontal cortex repetitive transcranial magnetic stimulation: A replication study,biological sciences,,no,high,8.0
10.1016/j.brs.2015.10.007,https://doi.org/10.1113/jphysiol.2008.152793,success,close extension,2016,Effects of Quadripulse Stimulation on Human Motor Cortex Excitability: A Replication Study,biological sciences,,no,high,8.0
10.1016/j.brs.2017.01.176,https://doi.org/10.1016/j.brs.2012.03.006,failure,close experiment,2017,The effect of cerebellar transcranial direct stimulation on language: a replication study,biological sciences,,no,high,8.5
10.1016/j.brs.2018.12.384,https://doi.org/10.1016/j.biopsych.2010.02.017,failure,direct,2019,Absence of antidepressive effects of transcranial pulsed electromagnetic fields for treatment resistant depression – a replication study,biological sciences,,no,high,8.5
10.1016/j.brs.2022.03.006,https://doi.org/10.1113/jphysiol.2008.152793,success,close experiment,2022,Quadripulse stimulation: A replication study with a newly developed stimulator,biological sciences,,no,high,8.5
10.1016/j.brs.2023.01.828,https://doi.org/10.1523/jneurosci.1361-20.2020,inconclusive,direct,2023,Transcutaneous vagus nerve stimulation in humans induces pupil dilation and attenuates alpha oscillations: a replication study,biological sciences,,no,high,8.5
10.1016/j.brs.2023.05.022,https://doi.org/10.1093/cercor/bhy255,success,close experiment,2023,Re-evaluating the contribution of sensorimotor mu rhythm phase and power to human corticospinal output: A replication study,biological sciences,,no,high,8.5
10.1016/j.cardfail.2018.07.365,,success,close extension,2018,Family Caregiver Strain and Likelihood of Heart Failure Patient Clinical Events: A Replication Study,biological sciences,,no,medium,8.5
10.1016/j.cedpsych.2014.03.004,https://doi.org/10.1111/j.1467-9280.2005.01641.x,inconclusive,close extension,2014,Comparing students’ self-discipline and self-regulation measures and their prediction of academic achievement,social sciences,,no,medium,8.8-base
10.1016/j.cell.2012.08.026,https://doi.org/10.1016/j.cell.2010.03.030,success,close extension,2012,Transcriptional Amplification in Tumor Cells with Elevated c-Myc,biological sciences,,no,high,8.8-base
10.1016/j.chiabu.2012.07.003,https://doi.org/10.1503/cmaj.081419,inconclusive,close extension,2012,Effectiveness of educational materials designed to change knowledge and behavior about crying and shaken baby syndrome: A replication of a randomized controlled trial in Japan,biological sciences,,no,high,8.5
10.1016/j.chiabu.2016.12.005,https://doi.org/10.1007/s11121-009-0123-3,success,direct,2017,Assessing child maltreatment prevention via administrative data systems: A case example of reproducibility,social sciences,,no,high,8.5
10.1016/j.chiabu.2017.01.002,https://doi.org/10.1016/j.chiabu.2007.04.011,success,close extension,2017,Transitions and turning points revisited: A replication to explore child maltreatment and youth offending links within and across Australian cohorts,social sciences,,no,high,8.5
10.1016/j.chiabu.2022.105925,https://doi.org/10.1016/j.chiabu.2020.104701,success,close extension,2022,Resilience during times of enduring challenge: Brazilian Child Protection Professionals' resilience and psychological distress one year into the COVID-19 pandemic,social sciences,,no,high,8.5
10.1016/j.chiabu.2025.107400,https://doi.org/10.1016/j.chiabu.2018.08.013,success,direct,2025,Common patterns of maltreatment exposure: A replication study using confirmatory latent class analysis,social sciences,,no,high,8.5
10.1016/j.childyouth.2020.105216,https://doi.org/10.1177/1077559516679513,success,close extension,2020,Validity of an expanded assessment of adverse childhood experiences: A replication study,social sciences,,no,high,8.5
10.1016/j.clinph.2008.10.010,https://doi.org/10.1192/bjp.110.469.768,failure,close extension,2009,Bilateral frontal transcranial direct current stimulation: Failure to replicate classic findings in healthy subjects,biological sciences,,no,high,8.5
10.1016/j.clinph.2016.10.299,,inconclusive,close experiment,2017,P178 Does current strength interact with baseline performance to influence tDCS outcome? A replication study,biological sciences,,no,medium,8.5
10.1016/j.clinph.2019.12.303,,failure,close experiment,2020,P192 The impact of functional connectivity of the motor system on the resting motor threshold: A replication study,biological sciences,,no,medium,8.5
10.1016/j.clinph.2020.10.018,https://doi.org/10.1016/j.jad.2018.08.058,failure,close extension,2021,Resting EEG theta connectivity and alpha power to predict repetitive transcranial magnetic stimulation response in depression: A non-replication from the ICON-DB consortium,biological sciences,,no,high,8.5
10.1016/j.cogbrainres.2005.02.005,https://doi.org/10.1016/j.neuroimage.2003.09.035,reversal,close experiment,2005,The role of multisensory memories in unisensory object discrimination,biological sciences,,no,medium,8.8-base
10.1016/j.cogdev.2010.02.001,https://www.semanticscholar.org/paper/640fcb18b5107af9dc84941c8969a6a819fcf714,success,close extension,2010,Human-centeredness is not a universal feature of young children's reasoning: Culture and experience matter when reasoning about biological entities,social sciences,,no,high,8.5
10.1016/j.cogdev.2021.101054,https://doi.org/10.1016/j.cognition.2008.08.008,failure,conceptual,2021,Small procedural differences matter: Conceptual and direct replication attempts of the communication-intervention effect on infants’ false-belief ascriptions,social sciences,,no,high,8.5
10.1016/j.cognition.2009.08.005,https://doi.org/10.1016/j.actpsy.2008.01.002,success,close experiment,2009,Numbers are associated with different types of spatial information depending on the task,social sciences,,no,high,8.8-base
10.1016/j.cognition.2010.07.001,https://doi.org/10.1016/j.cognition.2004.12.007,success,close extension,2010,A bilateral advantage for storage in visual working memory,social sciences,,no,high,8.5
10.1016/j.cognition.2010.11.006,https://doi.org/10.1073/pnas.0609927104,success,close extension,2011,When deaf signers read English: Do written words activate their sign translations?,social sciences,,no,high,8.8-base
10.1016/j.cognition.2010.11.011,https://doi.org/10.1016/0010-0277(93)90058-4,success,conceptual,2011,The impact of adjacent-dependencies and staged-input on the learnability of center-embedded hierarchical structures,social sciences,,no,medium,8.8-base
10.1016/j.cognition.2012.05.011,https://doi.org/10.1016/j.cognition.2007.11.004,inconclusive,close extension,2012,Mortality salience and morality: Thinking about death makes people less utilitarian,social sciences,,no,medium,8.8-base
10.1016/j.cognition.2013.11.010,https://doi.org/10.1177/0956797611432178,success,close,2014,"""Piensa"" twice: On the foreign language effect in decision making",social sciences,"Marsden, Morgan-Short, Thompson & Abugaber (2018), Language Learning 68:2, Appendix S2 anonymised coding sheet; de-anonymised via Appendix S1 reference list | original identified from S2 col-DH citation + S1/web; original_url via Crossref DOI",no,high,l2-marsden2018-v1
10.1016/j.cognition.2014.09.006,https://doi.org/10.1111/j.1467-9280.2006.01731.x,failure,conceptual,2015,The drunk utilitarian: Blood alcohol concentration predicts utilitarian responses in moral dilemmas,social sciences,,no,high,8.4
10.1016/j.cognition.2015.01.002,https://doi.org/10.1177/0956797612452866,failure,direct,2015,"The role of similarity, sound and awareness in the appreciation of visual artwork via motor simulation",social sciences,,no,high,8.5
10.1016/j.cognition.2017.03.008,https://doi.org/10.1073/pnas.1113194109,success,close extension,2017,‘To the victor go the spoils’: Infants expect resources to align with dominance structures,social sciences,,no,high,8.5
10.1016/j.cognition.2019.02.009,https://doi.org/10.1037/h0093759,success,direct or close,2019,A colorful advantage in iconic memory,social sciences,,no,,
