doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1002/jcv2.12077,Subdimensions of social‐communication behavior in autism—A replication study,10.1111/jcpp.12510,Subdimensions of social‐communication impairment in autism spectrum disorder,control,agrees_with_mo,['Subdimensions of social-communication impairment in autism spectrum disorder'],['10.1111/jcpp.12510'],@bishop2016,gpt-5.6-luna,,"In order to identify more refined dimensions of social-communication impairments in autism spectrum disorder (ASD) a previous study applied exploratory and confirmatory factor analyses to diagnostic algorithm scores of the autism diagnostic observation schedule (ADOS), Module 3. A three-factor model consisting of repetitive behaviors, impairments in 'Basic Social-Communication' and in 'Interaction quality' (IQ) was established and confirmed. The current study aimed to replicate this model in an independent sample.",,True,"The study describes a 'previous study' applying EFA/CFA to ADOS Module 3 algorithm scores establishing a three-factor model, which this replication re-tests; @bishop2016 'Subdimensions of social-communication impairment in autism spectrum disorder' matches that prior factor-analytic finding, while o",identified:@bishop2016,False,False,[],False,False,False
10.1097/00001888-197801000-00005,Another look at learning style inventory and medical career choice,10.1097/00001888-197509000-00002,Primary care career choices and medical student learning styles,control,agrees_with_mo,['Primary care career choices and medical student learning styles'],['10.1097/00001888-197509000-00002'],@plovnick1975,gpt-5.6-luna,@plovnick1975,"In the replication study reported here the Learning Style Inventory was administered to over 200 practicing physicians and medical students. Contrary to the previous findings, the results of this study suggest that there is no association between learning style and career choice in medicine and no association between learning style and the kind of influences which were most important in making a career choice.",,True,"The study is a replication of prior findings linking Learning Style Inventory scores to medical career choice; the only cited record, Plovnick (1975), is exactly that original study on learning styles and medical career choice, and no other record competes.",identified:@plovnick1975,False,False,[],False,False,False
10.1162/nol.a.15,Neural Oscillations in the Aging Brain Associated With Interference Control in Word Production,10.1371/journal.pone.0088674,Distinct Patterns of Brain Activity Characterise Lexical Activation and Competition in Spoken Word Production,control,agrees_with_mo,['Distinct patterns of brain activity characterise lexical activation and competition in spoken word production'],['10.1371/journal.pone.0088674'],@piai2014,gpt-5.6-luna,@piai2014,"In the present study, we conceptually replicated the magnetoencephalography study by Piai, Roelofs, Jensen, et al. (2014) with an older group of healthy adults (mean age: 60 yr).",,True,"The study explicitly says it conceptually replicates 'the magnetoencephalography study by Piai, Roelofs, Jensen, et al. (2014)', matching @piai2014 (Piai, Roelofs et al., 2014, MEG on lexical activation and competition in spoken word production).",identified:@piai2014,False,False,[],False,False,False
10.1212/01.wnl.0000137051.33486.c7,Failure to confirm association of a polymorphism in <i>ABCB1</i> with multidrug-resistant epilepsy,10.1056/nejmoa021986,Association of Multidrug Resistance in Epilepsy with a Polymorphism in the Drug-Transporter GeneABCB1,control,agrees_with_mo,['Association of multidrug resistance in epilepsy with a polymorphism in the drug-transporter gene ABCB1'],['10.1056/nejmoa021986'],@siddiqui2003,gpt-5.6-luna,@siddiqui2003,The CC genotype at the ABCB1 C3435T polymorphism was reported to be associated with multidrug resistance. A replication study in 401 drug-resistant and 208 drug-responsive subjects with epilepsy showed no significant association between the CC genotype and drug-resistant epilepsy.,,True,"The study replicates the report that the CC genotype at ABCB1 C3435T is associated with multidrug-resistant epilepsy, which is exactly the finding of Siddiqui et al. (2003); other listed records are methodological/commentary papers, not the primary association study.",identified:@siddiqui2003,False,False,[],False,False,False
10.1093/bjsw/bcae011,Mindfulness-Based Social Work and Self-Care with Social Work Professionals: Replication and Expansion of a Randomised Controlled Trial,10.1007/s12144-023-04410-w,A randomised trial of Mindfulness-based Social Work and Self-Care with social workers,control,agrees_with_mo,['A randomised trial of mindfulness-based social work and self-care with social workers'],['10.1007/s12144-023-04410-w'],@maddock2023,gpt-5.6-luna,@maddock2023,"This randomised controlled trial (RCT) aimed to replicate and expand the findings of an earlier RCT of MBSWSC, with a wider group of social work professionals (including managers), by evaluating the effects of MBSWSC (n = 29) versus an active control (n = 31).",,True,"The study replicates an earlier RCT of the Mindfulness-based Social Work and Self-Care programme; @maddock2023 is the only prior RCT of MBSWSC on the list, while maddock2021b/maddock2023b are mixed-methods/focus-group studies by the same authors.",identified:@maddock2023,False,False,[],False,False,False
10.1111/j.1601-183x.2010.00649.x,Contribution of LPHN3 to the genetic susceptibility to ADHD in adulthood: a replication study,10.1038/mp.2010.6,"A common variant of the latrophilin 3 gene, LPHN3, confers susceptibility to ADHD and predicts effectiveness of stimulant medication",control,agrees_with_mo,"['A common variant of the latrophilin 3 gene, LPHN3, confers susceptibility to ADHD and predicts effectiveness of stimulant medication']",['10.1038/mp.2010.6'],@arcosburgos2010,gpt-5.6-luna,@arcosburgos2010,"To replicate the association between LPHN3 and ADHD in adults, we undertook a case-control association study in 334 adult patients with ADHD and 334 controls with 43 single nucleotide polymorphisms (SNPs) covering the LPNH3 gene.",,True,"The study re-tests the recently reported highly consistent association between LPHN3 and ADHD found using the Paisa isolate and datasets from the US, Germany, Norway and Spain, which matches Arcos-Burgos et al. 2010; no other listed record reports that LPHN3 association finding.",identified:@arcosburgos2010,False,False,[],False,False,False
10.1007/s10484-020-09484-x,Efficiency of Illusory Choice Used as a Variant of Situation Selection for Regulating Emotions: Reduction of Positive Experience But Preservation of Physiological Downregulation,10.1038/s41598-017-12626-7,"The regulatory effect of choice in Situation Selection reduces experiential, exocrine and respiratory arousal for negative emotional stimulations",control,agrees_with_mo,"['The regulatory effect of choice in situation selection reduces experiential, exocrine and respiratory arousal for negative emotional stimulations']",['10.1038/s41598-017-12626-7'],@thuillard2017,gpt-5.6-luna,@thuillard2017,"Past research showed that Situation selection triggers a decrease in negative experience, exocrine reactions and respiratory activity, while maintaining stable positive experience. In this study, we wanted to replicate these observations and test emotional responses that follow an Illusory choice",,True,"The study replicates the prior finding that Situation selection decreases negative experience, exocrine and respiratory arousal while maintaining positive experience — exactly the finding of Thuillard & Dan Glauser (2017), by the same lab, extending it with illusory choice. Other records (livingston",identified:@thuillard2017,False,False,[],False,False,False
10.1371/journal.pone.0124170,A Cross-Cultural Perspective on the Preference for Potential Effect: An Individual Participant Data (IPD) Meta-Analysis Approach,10.1037/a0029227,The preference for potential.,control,agrees_with_mo,['The preference for potential'],['10.1037/a0029227'],@tormala2012,gpt-5.6-luna,@tormala2012,"To answer these two questions, we replicated Tormala et al.'s study in multiple cities (17 studies with 1,128 participants) in China using an individual participant data (IPD) meta-analysis approach to test our hypothesis.",,True,"The study explicitly states it replicates Tormala et al. (2012) 'The preference for potential,' which matches @tormala2012 exactly; kupor2014 is a different related paper, not the replicated one.",identified:@tormala2012,False,False,[],False,False,False
10.3389/fnhum.2013.00817,Functional diffusion tensor imaging at 3 Tesla,10.1371/journal.pone.0003631,Functional Diffusion Tensor Imaging: Measuring Task-Related Fractional Anisotropy Changes in the Human Brain along White Matter Tracts,control,agrees_with_mo,['Functional diffusion tensor imaging: measuring task-related fractional anisotropy changes in the human brain along white matter tracts'],['10.1371/journal.pone.0003631'],@mandl2008,gpt-5.6-luna,@mandl2008,In a previous study we reported on a non-invasive functional diffusion tensor imaging (fDTI) method to measure neuronal signals directly from subtle changes in fractional anisotropy along white matter tracts. In the present study we set out to replicate the results of the previous study with an improved fDTI scan acquisition scheme.,,True,"The study replicates its own previous fDTI paper introducing the method measuring task-related FA changes along white matter tracts, which matches Mandl et al. (2008) 'Functional Diffusion Tensor Imaging' exactly; no other record fits.",identified:@mandl2008,False,False,[],False,False,False
10.2478/jagi-2018-0001,Towards General Evaluation of Intelligent Systems: Lessons Learned from Reproducing AIQ Test Results,10.1007/978-3-642-44958-1_18,An Approximation of the Universal Intelligence Measure,control,agrees_with_mo,"['An approximation of the universal intelligence measure', 'An approximation of the universal intelligence measure', 'An approximation of the universal intelligence measure']","['10.1007/978-3-642-44958-1_18', '10.1007/978-3-642-44958-1_18', '10.1007/978-3-642-44958-1_18']",@legg2013,gpt-5.6-luna,@legg2013,This paper attempts to replicate the results of evaluating several artificial agents using the Algorithmic Intelligence Quotient test originally reported by Legg and Veness.,,True,"The study says it replicates the AIQ test results originally reported by Legg and Veness; @legg2013 (Legg & Veness, 2013) is the only record by those two authors, while @legg2007 has a different co-author and defines universal intelligence rather than reporting the AIQ evaluation.",identified:@legg2013,False,False,[],False,False,False
